0	1	1	2	2	3	3	3	4	4	4	4	4	4	4
0	0	0	0	0	0	2	2	2	3	3	3	4	5	5
0	0	0	0	0	0	2	2	3	3	3	3	3	3	3
0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	1	1	1	1	3	3	5	5	5	6	7	9
0	0	0	1	1	1	1	1	2	2	2	2	2	2	2
0	0	0	2	2	3	3	3	4	4	4	5	5	6	7
0	0	0	1	3	4	6	7	7	8	8	8	8	8	8
0	0	1	2	2	2	2	2	2	2	2	2	2	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	1	1	1	2	2	2	2	2	2	2
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	1	1	1	2	2	2	2	3	3	3	3	3
0	0	0	0	0	1	1	1	1	2	2	4	4	4	4
0	1	1	1	1	1	1	1	1	2	2	2	2	2	2
0	1	1	2	2	2	2	2	2	3	4	4	4	4	4
0	0	0	1	1	2	2	2	3	3	3	3	3	3	3
0	0	0	1	1	2	4	5	6	6	6	6	6	6	6
0	0	0	0	0	0	0	1	2	2	2	4	4	4	4
0	0	0	0	0	0	0	3	3	3	3	3	3	4	4
0	0	2	2	6	6	9	13	15	18	21	23	26	30	33
0	0	0	1	1	4	6	7	7	7	9	9	9	11	12
0	0	0	1	1	1	3	5	6	6	6	6	6	6	7
0	0	0	0	0	1	2	2	2	2	2	2	2	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	4	4	4	4	5	6	6	7	7	7	7	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	3	4	4	5	5	6	6	6	6	6	7	8
0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	1	1	1	1	1	1	2	3	6	8	8
0	0	0	1	1	1	1	1	1	1	2	3	4	5	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	3	6	7	8	9	10	14	17	21	23	25	27	30
0	1	1	2	6	7	9	13	13	15	19	19	20	23	25
0	0	0	0	0	0	0	0	1	1	1	1	1	3	3
0	1	1	2	2	2	2	2	2	2	2	2	2	2	2
0	2	2	2	2	2	2	2	2	2	2	2	3	3	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	2	3	3	3	3	3	3	3	3	3	3	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	2	2	2	2	2	4	4	5	5	6	6	6
0	0	0	2	2	2	2	2	3	4	4	4	4	4	4
0	0	0	2	3	3	3	3	3	3	3	3	3	3	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	2	3	4	5	5	7	8	10	10	10	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	3	3	3	3	3
0	0	0	0	0	0	1	1	1	1	1	1	1	1	2
0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	2	2	2	2	2	3	3	3	3	5	7
0	1	1	2	3	4	4	5	5	6	7	7	7	7	7
0	0	1	4	5	7	12	14	15	21	24	24	25	25	28
0	1	3	3	3	3	3	3	3	3	3	3	3	4	4
0	0	0	0	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	2	2	2	2	2	2	2	2	2	2	2	2
0	0	1	1	1	1	1	1	1	1	1	1	3	3	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	1	3	3	3	4	4	4	4	4	6	6
0	1	1	3	3	3	3	3	3	3	3	3	4	4	4
0	0	0	0	0	0	1	1	1	1	2	2	2	2	2
0	1	1	2	2	2	4	7	9	10	10	12	14	15	16
0	1	1	1	1	3	3	3	3	3	3	5	6	7	9
0	0	0	0	0	0	1	1	1	1	1	1	1	1	2
0	0	0	0	0	0	0	0	0	0	0	3	3	3	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	2	2	2	2	2	2	2	2	2	2	2
0	0	0	0	1	1	1	2	2	2	2	2	2	3	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	2	3	6	6	6	7	8	8	9	11	11
0	0	0	0	0	0	1	1	1	1	2	3	3	3	3
0	1	1	2	4	4	4	4	5	7	8	8	8	8	8
0	0	0	0	0	0	0	0	0	0	0	2	2	2	2
0	0	0	1	3	3	5	5	5	7	9	10	10	10	10
0	0	1	3	4	4	4	5	5	7	10	10	10	11	12
0	1	2	4	4	4	4	5	8	8	9	10	10	10	10
0	0	0	1	1	1	2	2	2	2	2	2	2	2	2
0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	2	2	2	2	2	4	4	4	4	4	4
0	0	0	0	0	0	0	0	0	0	0	2	2	2	2
0	0	2	3	3	3	3	3	3	3	4	4	4	4	4
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	3	5	5	5	5	5	5	6	7	7	8	8	8
0	1	1	2	2	2	2	2	2	2	2	2	2	2	2
0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	1	2	2	2	2	2	2	2	2	2	2	2
1	3	4	7	7	7	7	7	7	7	7	7	7	7	7
0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
0	0	2	2	3	3	3	3	3	4	5	5	5	5	6
0	0	0	3	3	5	5	5	5	6	6	7	7	8	8
0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
1	2	3	4	5	5	5	5	6	6	6	6	6	6	6
0	1	2	3	3	3	3	3	3	3	3	4	4	4	4
0	1	1	3	4	5	5	7	8	12	14	15	17	17	18
0	0	0	0	0	0	0	0	0	1	3	3	4	5	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	1	1	1	3	3	3	6	6	7	7	7
0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	3	4	4	5	5	5	6	6	6	6	6	6
0	2	3	3	4	4	4	4	4	4	4	4	4	4	4
0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
0	1	2	4	4	5	6	6	7	7	8	9	10	12	15
0	0	0	2	2	2	3	3	4	6	6	7	7	7	7
